image_id,image_path,text_gt
plate_0537,data\crops\plate_0537.jpg,51F77836
plate_0538,data\crops\plate_0538.jpg,51F77836
plate_0539,data\crops\plate_0539.jpg,51F98466
plate_0540,data\crops\plate_0540.jpg,51F98466
plate_0541,data\crops\plate_0541.jpg,51F21255
plate_0542,data\crops\plate_0542.jpg,51F27809
plate_0543,data\crops\plate_0543.jpg,51F27809
plate_0544,data\crops\plate_0544.jpg,51G20536
plate_0545,data\crops\plate_0545.jpg,51F22261
plate_0546,data\crops\plate_0546.jpg,30V3993
plate_0547,data\crops\plate_0547.jpg,30V3993
plate_0548,data\crops\plate_0548.jpg,51G10096
plate_0549,data\crops\plate_0549.jpg,51A75932
plate_0550,data\crops\plate_0550.jpg,60LD4379
